Customer ID,Gender,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Offer,Avg Monthly Long Distance Charges,Contract,Monthly Charge
7164-BPTUT,Male,55,No,2,0,57,Offer B,9.36,Two Year,89.55
7167-PCEYD,Male,31,No,0,0,67,None,4.72,Two Year,19.8
7168-HDQHG,Female,56,Yes,2,3,36,Offer C,20.57,Month-to-Month,19.2
7169-YWAMK,Male,52,Yes,1,7,72,None,15.96,Two Year,68.4
7173-TETGO,Female,66,Yes,0,4,72,Offer A,32.37,Two Year,78.5
7175-NTIXE,Female,26,No,0,0,25,None,21.67,Month-to-Month,76.15
7176-WRTNX,Male,51,No,0,0,70,Offer A,14.63,Two Year,114.95
7180-PISOG,Male,41,Yes,0,0,1,None,36.44,Month-to-Month,74.5
7181-BQYBV,Female,52,Yes,0,1,1,None,25.88,Month-to-Month,102.45
7181-OQCUT,Male,60,No,0,0,21,Offer D,15.89,Month-to-Month,103.85
7182-OVLBJ,Female,32,Yes,3,4,62,None,28.64,Two Year,101.15
7184-LRUUR,Female,22,No,0,0,22,None,1.74,One Year,65.25
7188-CBBBA,Female,59,No,0,0,65,None,27.68,One Year,95.5
7190-XHTWJ,Female,48,No,0,0,38,None,32.63,One Year,19.3
7196-LIWRH,Female,61,No,0,0,6,Offer E,7.35,Two Year,19.55
7197-VOJMM,Male,59,Yes,0,0,67,None,47.46,Two Year,69.2
7198-GLXTC,Male,33,No,0,0,2,None,48.66,Month-to-Month,79.0
7203-OYKCT,Male,45,No,0,0,72,None,33.93,One Year,104.95
7205-BAIAD,Female,42,No,0,0,40,None,22.89,Two Year,20.6
7206-GZCDC,Female,75,No,0,0,1,Offer E,29.68,Month-to-Month,69.25
7206-PQBBZ,Male,76,Yes,0,7,11,Offer D,24.42,Two Year,70.2
7207-RMRDB,Female,20,Yes,0,7,65,None,34.14,Month-to-Month,105.5
7208-PSIHR,Female,50,Yes,0,9,70,None,5.46,Two Year,104.3
7209-JCUDS,Male,25,No,0,0,10,Offer D,40.22,Month-to-Month,94.9
7216-EWTRS,Female,78,Yes,0,4,1,None,17.35,Month-to-Month,100.8
7216-KAOID,Male,27,Yes,1,8,41,Offer B,39.53,One Year,19.5
7217-JYHOQ,Male,30,Yes,2,6,24,None,44.57,Month-to-Month,70.3
7218-HKQFK,Male,49,Yes,0,4,2,None,18.79,Month-to-Month,94.2
7219-TLZHO,Female,27,Yes,1,1,4,None,39.89,Month-to-Month,20.85
7225-CBZPL,Male,79,Yes,0,7,17,None,46.44,Two Year,94.8
7225-IILWY,Male,36,Yes,1,10,68,None,26.83,Two Year,25.75
7228-OMTPN,Male,32,No,0,0,4,None,49.14,Month-to-Month,88.45
7228-PAQPD,Female,19,No,0,0,14,Offer D,34.01,One Year,59.1
7233-DRTRF,Male,47,Yes,0,1,63,None,17.75,Month-to-Month,102.4
7233-PAHHL,Male,57,Yes,0,0,66,Offer A,6.22,Two Year,84.0
7234-FECYN,Female,78,No,0,0,8,None,43.98,Month-to-Month,101.35
7234-KMNRQ,Male,21,No,0,0,4,None,8.38,Month-to-Month,19.0
7235-NXZCP,Male,79,No,0,0,2,Offer E,45.41,Month-to-Month,74.85
7239-HZZCX,Male,21,No,0,0,1,None,29.33,Month-to-Month,19.75
7240-FQLHE,Female,68,Yes,0,1,18,None,25.27,Month-to-Month,99.75
7241-AJHFS,Male,53,No,0,0,32,None,6.2,Month-to-Month,87.65
7242-EDTYC,Male,48,No,2,0,44,Offer B,14.37,Two Year,19.55
7243-LCGGZ,Female,28,No,0,0,1,None,10.21,Month-to-Month,20.9
7244-KXYZN,Female,25,No,0,0,24,None,5.98,One Year,20.45
7245-JMTTQ,Female,19,No,0,0,51,Offer B,43.79,One Year,111.5
7245-NIIWQ,Female,53,No,0,0,3,Offer E,34.76,Month-to-Month,69.85
7246-ZGQDF,Female,63,No,3,0,1,None,33.21,Month-to-Month,54.5
7247-XOZPB,Male,52,Yes,0,1,53,Offer B,47.55,One Year,77.4
7248-VZQLC,Female,78,No,0,0,47,None,16.83,Month-to-Month,85.2
7249-WBIYX,Male,63,Yes,0,1,10,None,30.1,Month-to-Month,85.6
7250-EQKIY,Female,47,Yes,2,1,1,Offer E,9.73,Month-to-Month,50.45
7251-LJBQN,Female,74,No,0,0,40,None,28.54,One Year,103.75
7251-XFOIL,Female,60,No,0,0,61,Offer B,14.52,Month-to-Month,89.2
7252-NTGSS,Female,43,No,0,0,1,None,42.34,Month-to-Month,45.15
7253-UVNDW,Female,52,No,0,0,46,None,45.2,Two Year,54.35
7254-IQWOZ,Male,30,No,0,0,1,Offer E,28.7,Month-to-Month,69.65
7255-SSFBC,Male,42,Yes,3,2,72,Offer A,11.66,Two Year,112.25
7266-GSSJX,Male,43,Yes,2,3,11,None,16.67,Month-to-Month,20.45
7267-FRMJW,Female,25,Yes,3,1,25,Offer C,4.57,Two Year,20.1
7268-IGMFD,Male,75,No,0,0,18,Offer D,1.92,Two Year,93.9
7268-WNTCP,Male,45,Yes,2,2,62,None,1.87,Two Year,20.45
7269-JISCY,Female,48,No,0,0,55,None,33.6,One Year,45.05
7270-BDIOA,Female,60,No,0,0,22,None,12.19,Month-to-Month,-2.0
7271-AJDTL,Female,64,Yes,0,1,55,None,34.61,Month-to-Month,94.45
7272-QDCKA,Male,31,No,0,0,28,Offer C,12.36,One Year,100.2
7274-RTAPZ,Male,20,No,0,0,1,Offer E,7.15,Month-to-Month,90.55
7277-KAMWT,Male,23,No,0,0,13,Offer D,1.61,Two Year,20.0
7277-OZCGZ,Female,40,No,0,0,22,None,6.0,Month-to-Month,89.05
7278-CKDNC,Male,76,No,0,0,24,None,46.13,Two Year,80.5
7279-BUYWN,Female,66,No,0,0,41,None,27.95,Month-to-Month,113.2
7279-NMVJC,Female,38,No,0,0,17,None,25.62,One Year,19.9
7284-ZZLOH,Male,37,Yes,0,10,45,None,43.27,Two Year,53.3
7285-KLOTR,Female,46,Yes,0,3,12,None,25.09,One Year,78.85
7291-CDTMJ,Male,40,No,0,0,1,Offer E,13.85,Month-to-Month,19.65
7293-LSCDV,Female,32,Yes,3,2,60,None,23.68,Two Year,19.25
7294-TMAOP,Female,30,No,0,0,1,Offer E,15.44,Month-to-Month,90.55
7295-JOMMD,Female,34,No,0,0,4,Offer E,5.63,Month-to-Month,98.1
7296-PIXQY,Female,60,Yes,2,0,14,Offer D,23.0,Month-to-Month,70.2
7297-DVYGA,Female,61,No,0,0,51,Offer B,29.87,One Year,19.85
7298-IZWLY,Female,43,No,0,0,1,None,23.97,Month-to-Month,19.4
7299-GNVPL,Female,19,Yes,2,5,23,None,27.24,Month-to-Month,-4.0
7301-ABVAD,Female,37,No,0,0,72,None,8.29,Two Year,86.6
7302-ZHMHP,Female,35,No,0,0,1,None,22.37,Month-to-Month,19.15
7305-ZWMAJ,Male,45,Yes,0,2,30,None,22.89,One Year,20.7
7306-YDSOI,Male,32,Yes,1,4,69,Offer A,49.4,Two Year,59.75
7310-EGVHZ,Male,35,No,0,0,1,Offer E,24.48,Month-to-Month,20.2
7311-MQJCH,Female,54,No,0,0,5,None,37.97,One Year,19.55
7312-XSBAT,Male,47,No,0,0,1,Offer E,41.79,Month-to-Month,49.75
7314-OXENN,Male,42,No,0,0,2,None,41.18,Month-to-Month,82.0
7315-WYOAW,Male,29,No,0,0,13,Offer D,44.43,Month-to-Month,100.75
7317-GGVPB,Male,57,Yes,0,1,71,Offer A,5.76,Two Year,108.6
7318-EIVKO,Male,38,No,0,0,8,Offer E,48.2,Month-to-Month,59.25
7319-VENRZ,Male,19,No,0,0,7,Offer E,31.84,Month-to-Month,64.3
7319-ZNRTR,Male,43,Yes,2,1,25,None,15.76,One Year,19.6
7321-KKSDU,Male,38,No,2,0,32,None,16.94,Two Year,20.5
7321-PKUYW,Female,46,No,0,0,11,Offer D,22.36,Month-to-Month,90.15
7321-VGNKU,Female,45,Yes,0,1,2,Offer E,7.7,Month-to-Month,70.35
7322-OCWHC,Male,73,Yes,0,10,72,Offer A,1.34,Two Year,93.05
7326-RIGQZ,Male,48,Yes,3,9,6,None,38.5,Month-to-Month,69.8
7328-OWMOM,Female,63,No,0,0,31,Offer C,33.71,One Year,20.1
7328-ZJAJO,Female,19,Yes,2,1,59,None,9.51,Two Year,19.5
7330-WZLNC,Female,25,No,0,0,5,Offer E,1.49,Month-to-Month,90.8
7336-RLLRH,Male,42,Yes,0,3,27,Offer C,11.83,One Year,80.85
7337-CINUD,Female,48,Yes,3,6,8,None,17.2,Two Year,19.5
7339-POGZN,Female,24,No,0,0,4,None,16.25,Month-to-Month,50.7
7341-LXCAF,Male,24,Yes,0,8,4,None,48.64,Month-to-Month,74.65
7343-EOBEU,Male,19,Yes,0,9,3,Offer E,14.1,Month-to-Month,23.6
7346-MEDWM,Female,48,No,0,0,59,Offer B,31.23,Month-to-Month,83.25
7349-ALMUX,Male,35,No,0,0,37,None,38.43,Two Year,65.6
7351-KYHQH,Female,67,No,0,0,7,None,7.82,Two Year,64.95
7353-YOWFP,Female,41,No,0,0,7,None,39.59,One Year,20.25
7354-OIJLX,Male,52,No,0,0,9,Offer E,7.32,Month-to-Month,75.85
7356-AYNJP,Female,33,No,0,0,4,Offer E,6.36,One Year,23.9
7356-IWLFW,Male,43,Yes,1,1,46,Offer B,5.52,Month-to-Month,80.0
7359-PTSXY,Male,36,No,0,0,1,None,24.24,Month-to-Month,45.75
7359-SSBJK,Female,80,No,0,0,64,Offer B,29.12,Two Year,70.2
7359-WWYJV,Male,53,Yes,0,5,72,None,6.29,Two Year,114.45
7361-YPXFS,Female,67,No,0,0,28,None,12.72,Two Year,64.45
7363-QTBIW,Female,24,Yes,0,3,9,None,6.78,Month-to-Month,79.75
7369-TRPFD,Male,62,No,0,0,19,Offer D,17.17,One Year,18.8
7375-WMVMT,Male,75,Yes,0,2,71,None,1.23,Two Year,95.5
7377-DMMRI,Male,35,No,0,0,2,Offer E,13.73,Month-to-Month,47.8
7379-FNIUJ,Male,49,No,0,0,2,Offer E,22.56,Month-to-Month,100.2
7379-POKDZ,Male,31,Yes,0,1,3,None,26.71,Month-to-Month,70.3
7382-DFJTU,Male,63,No,0,0,18,Offer D,47.72,Month-to-Month,-2.0
7392-YYPYJ,Male,26,No,0,0,22,Offer D,28.42,Month-to-Month,100.65
7394-FKDNK,Female,62,Yes,0,3,9,Offer E,26.51,Month-to-Month,89.45
7394-LWLYN,Female,57,No,0,0,2,None,33.75,Month-to-Month,70.15
7395-IGJOS,Male,70,Yes,0,1,17,None,9.5,Month-to-Month,81.5
7396-VJUZB,Male,33,Yes,2,8,4,Offer E,35.09,Month-to-Month,45.25
7398-HPYZQ,Male,30,Yes,0,2,71,Offer A,28.58,Two Year,90.55
7398-LXGYX,Male,53,Yes,0,2,44,Offer B,21.39,Month-to-Month,84.8
7398-SKNQZ,Female,51,Yes,0,5,3,None,2.97,Month-to-Month,94.9
7399-QHBJS,Female,56,Yes,3,8,72,None,22.62,Two Year,66.75
7401-JIXNM,Female,27,Yes,0,5,54,None,29.66,Two Year,91.3
7401-RUBNK,Female,25,Yes,0,1,18,Offer D,43.29,Month-to-Month,74.8
7402-EYFXX,Male,65,No,0,0,26,Offer C,25.04,Two Year,93.6
7402-PWYJJ,Female,21,Yes,0,2,53,Offer B,42.18,One Year,91.15
7404-JLKQG,Female,21,No,0,0,3,None,48.3,Month-to-Month,57.55
7407-SUJIZ,Male,33,No,0,0,25,Offer C,13.36,Month-to-Month,20.6
7408-OFWXJ,Female,23,Yes,0,3,72,None,44.92,Two Year,89.8
7409-JURKQ,Female,29,Yes,0,3,53,None,41.82,One Year,111.8
7409-KIUTL,Female,80,No,0,0,1,None,28.64,Month-to-Month,71.0
7410-KTVFV,Male,53,Yes,0,1,18,None,19.05,Month-to-Month,49.55
7410-OIEDU,Male,29,No,0,0,10,None,48.38,Month-to-Month,79.85
7410-YTJIK,Female,35,No,0,0,7,None,18.1,Month-to-Month,75.45
7416-CKTEP,Female,54,Yes,0,10,57,Offer B,23.28,Two Year,19.6
7422-WNBTY,Male,35,Yes,0,5,33,None,31.76,Month-to-Month,93.35
7426-GSWPO,Male,78,No,0,0,64,Offer B,19.2,Month-to-Month,103.5
7426-RHZGU,Male,41,No,0,0,9,None,30.8,Month-to-Month,95.9
7426-WEIJX,Male,71,Yes,1,10,60,None,18.23,Two Year,80.95
7427-AUFPY,Male,27,No,0,0,54,None,25.72,Two Year,19.65
7432-FFVAR,Female,23,Yes,3,2,46,Offer B,6.26,One Year,90.95
7434-SHXLS,Female,21,No,0,0,1,Offer E,15.73,Month-to-Month,20.9
7435-ZNUYY,Male,24,No,0,0,6,Offer E,12.17,One Year,20.6
7439-DKZTW,Male,49,No,0,0,1,None,5.93,Month-to-Month,80.55
7442-YGZFK,Male,31,No,0,0,1,None,3.97,Month-to-Month,49.8
7445-WMRBW,Female,49,No,0,0,48,Offer B,21.39,One Year,73.85
7446-KQISO,Male,62,Yes,3,2,45,None,7.48,Two Year,109.75
7446-SFAOA,Female,54,Yes,0,8,37,None,15.51,One Year,19.85
7446-YPODE,Male,75,No,0,0,11,None,48.33,Two Year,60.25
7449-HVPIV,Male,38,Yes,3,10,55,Offer B,22.56,Month-to-Month,90.4
7450-NWRTR,Male,76,No,0,0,12,None,21.89,Month-to-Month,99.45
7452-FOLON,Male,45,No,2,0,39,None,46.57,One Year,25.45
7459-IMVYU,Male,51,No,0,0,38,None,28.0,Month-to-Month,69.95
7459-RRWQZ,Female,51,No,0,0,15,Offer D,47.57,Month-to-Month,64.65
7460-ITWWP,Female,67,Yes,0,5,45,None,40.85,One Year,86.1
7463-IFMQU,Female,44,Yes,0,1,72,None,47.24,Two Year,20.05
7465-ZZRVX,Male,63,No,0,0,1,None,14.42,Month-to-Month,70.35
7469-LKBCI,Male,21,No,0,0,16,Offer D,32.62,Two Year,18.95
7470-DYNOE,Male,37,No,0,0,53,Offer B,4.82,One Year,61.1
7471-MQPOS,Male,74,Yes,3,1,71,None,46.11,One Year,72.9
7471-WNSUF,Male,23,Yes,0,1,60,Offer B,16.42,One Year,24.15
7472-EQOAV,Male,76,Yes,2,5,71,Offer A,30.16,One Year,86.7
7473-ZBDSN,Female,38,Yes,3,2,14,Offer D,44.55,Two Year,18.8
7479-NITWS,Male,35,No,0,0,7,None,36.84,Month-to-Month,89.35
7480-QNVZJ,Male,65,No,0,0,50,None,18.92,Month-to-Month,95.7
7480-SPLEF,Male,63,Yes,2,5,69,None,11.6,Two Year,26.0
7481-ATQQS,Female,76,No,0,0,49,Offer B,44.88,Month-to-Month,90.85
7483-IQWIB,Male,33,Yes,1,1,37,Offer C,38.89,Month-to-Month,92.95
7486-KSRVI,Male,56,No,0,0,43,Offer B,39.37,One Year,100.0
7488-MXJIV,Female,63,No,0,0,4,Offer E,43.32,Month-to-Month,85.65
7493-GVFIO,Male,56,No,0,0,57,Offer B,12.99,Two Year,20.55
7493-TPUWZ,Male,64,No,0,0,1,None,24.48,Month-to-Month,79.15
7495-OOKFY,Female,74,Yes,1,1,8,Offer E,48.85,Month-to-Month,80.65
7501-IWUNG,Female,57,Yes,0,9,61,Offer B,1.27,Two Year,73.8
7501-VTYLJ,Female,21,No,1,0,2,None,18.61,Month-to-Month,51.55
7502-BNYGS,Female,29,Yes,0,7,46,Offer B,31.88,Month-to-Month,69.1
7503-EPSZW,Female,45,Yes,3,5,64,Offer B,17.93,Two Year,24.05
7503-MIOGA,Female,68,Yes,0,0,72,Offer A,48.51,Two Year,89.85
7503-QQRVF,Male,74,Yes,0,1,16,Offer D,26.12,Month-to-Month,74.3
7503-ZGUZJ,Male,25,No,0,0,1,None,22.3,Month-to-Month,84.65
7504-UWHNB,Male,42,No,0,0,25,Offer C,40.11,Month-to-Month,69.75
7508-DQAKK,Female,21,No,0,0,64,None,8.52,Two Year,86.4
7508-KBIMB,Male,33,Yes,3,7,24,None,2.31,One Year,56.25
7508-MYBOG,Male,20,Yes,0,1,14,Offer D,7.26,Month-to-Month,86.1
7508-SMHXL,Female,72,No,0,0,15,None,1.67,One Year,89.0
7515-LODFU,Male,67,No,0,0,69,None,20.62,Two Year,-7.0
7516-GMHUV,Male,77,Yes,0,1,50,None,40.9,Two Year,105.05
7517-LDMPS,Female,31,No,0,0,12,None,2.57,Month-to-Month,84.6
7517-SAWMO,Female,31,Yes,0,1,19,Offer D,25.75,Month-to-Month,73.2
7519-JTWQH,Female,30,No,0,0,69,Offer A,23.92,Two Year,110.5
7520-HQWJU,Female,22,Yes,1,6,66,None,23.2,Month-to-Month,67.45
7521-AFHAB,Female,45,Yes,2,10,5,Offer E,35.6,Month-to-Month,44.8
7521-YXVZY,Male,38,No,3,0,3,Offer E,5.15,Month-to-Month,19.95
7524-VRLPL,Male,71,No,0,0,69,Offer A,13.36,Two Year,74.1
7526-BEZQB,Male,39,No,0,0,12,Offer D,44.71,Month-to-Month,96.05
7526-IVLYU,Male,46,No,0,0,3,None,35.59,Month-to-Month,19.65
7527-QNRUS,Male,33,Yes,3,8,17,Offer D,45.24,Two Year,25.15
7529-ZDFXI,Male,79,Yes,0,1,57,None,36.66,One Year,89.85
7530-HDYDS,Female,26,No,0,0,38,None,17.66,Month-to-Month,84.25
7531-GQHME,Male,34,No,0,0,12,Offer D,38.96,Month-to-Month,20.05
7534-BFESC,Male,69,No,0,0,24,Offer C,30.87,Month-to-Month,76.1
7537-CBQUZ,Male,68,No,0,0,63,None,26.11,Month-to-Month,109.4
7538-GWHML,Female,52,No,0,0,2,Offer E,7.64,Month-to-Month,69.65
7541-YLXCL,Male,25,No,0,0,36,None,26.51,One Year,65.4
7542-CYDDM,Male,61,No,0,0,18,None,22.97,Month-to-Month,20.05
7544-ZVIKX,Male,33,Yes,2,2,58,None,33.82,One Year,105.05
7547-EKNFS,Male,37,Yes,0,1,42,Offer B,18.26,Month-to-Month,95.25
7548-SEPYI,Female,62,No,0,0,5,Offer E,32.12,Month-to-Month,96.25
7549-MYGPK,Female,48,Yes,0,3,63,Offer B,8.98,Month-to-Month,100.55
7550-WIQVA,Male,34,Yes,1,3,50,None,41.58,One Year,108.25
7551-DACSP,Male,49,Yes,1,1,6,Offer E,1.86,Month-to-Month,55.3
7551-JOHTI,Female,54,No,0,0,1,None,32.45,Month-to-Month,-10.0
7552-KEYGT,Male,53,Yes,0,1,27,Offer C,44.19,Two Year,-9.0
7554-AKDQF,Female,27,Yes,0,9,6,Offer E,5.69,Month-to-Month,45.65
7554-NEWDD,Male,44,No,0,0,10,None,32.1,Two Year,25.7
7558-IMLMT,Male,48,Yes,2,6,67,None,8.82,Two Year,20.8
7560-QJAVJ,Female,60,No,0,0,70,None,47.72,Two Year,79.6
7560-QRBXH,Female,32,No,0,0,48,None,9.19,One Year,19.95
7562-GSUHK,Female,40,No,0,0,16,None,40.76,Month-to-Month,93.2
7562-UXTPG,Female,40,No,0,0,13,None,26.13,Month-to-Month,70.15
7563-BIUPC,Male,30,No,0,0,5,Offer E,5.78,Month-to-Month,80.6
7564-GHCVB,Female,27,Yes,0,5,72,Offer A,7.29,Two Year,79.05
7566-DSRLQ,Female,54,Yes,0,7,72,Offer A,12.85,Two Year,110.15
7567-ECMCM,Male,23,No,0,0,24,None,35.3,Month-to-Month,79.85
7569-NMZYQ,Female,33,Yes,3,1,72,None,41.14,Two Year,118.75
7570-WELNY,Female,52,Yes,0,1,68,Offer A,7.87,Two Year,-1.0
7571-YXDAD,Female,37,No,0,0,2,None,38.28,Month-to-Month,74.9
7572-KPVKK,Male,44,No,1,0,62,Offer B,17.67,Two Year,104.05
7576-ASEJU,Female,38,Yes,0,10,41,Offer B,25.16,One Year,74.7
7576-JMYWV,Female,76,Yes,1,7,46,Offer B,20.42,Two Year,110.2
7576-OYWBN,Male,71,No,0,0,3,None,30.25,Month-to-Month,76.05
7577-SWIFR,Male,49,No,0,0,1,None,16.64,Month-to-Month,89.25
7579-KKLOE,Male,59,Yes,0,7,71,Offer A,46.53,Two Year,91.25
7579-OOPEC,Female,75,Yes,0,1,2,Offer E,6.86,Month-to-Month,50.15
7580-UGXNC,Female,73,No,0,0,2,None,25.74,Month-to-Month,54.85
7581-EBBOU,Female,49,No,0,0,60,None,38.88,One Year,70.15
7586-ZATGZ,Male,59,No,0,0,40,None,17.83,Month-to-Month,84.9
7587-AOVVU,Male,39,Yes,1,0,27,None,14.07,Month-to-Month,100.75
7587-RZNME,Male,23,No,0,0,3,Offer E,48.84,Month-to-Month,43.3
7593-JNWRU,Male,61,Yes,1,5,6,Offer E,49.2,Month-to-Month,44.6
7593-XFKDI,Male,39,No,0,0,1,None,48.22,Month-to-Month,-4.0
7594-LZNWR,Male,67,No,0,0,34,Offer C,13.56,Two Year,69.15
7594-RQHXR,Female,20,No,0,0,1,Offer E,21.72,Month-to-Month,79.6
7595-EUIVN,Female,53,No,0,0,1,None,14.48,Month-to-Month,75.8
7596-IIWYC,Female,62,No,0,0,27,None,35.77,Two Year,20.25
7596-LDUXP,Female,61,No,0,0,12,Offer D,15.97,One Year,85.15
7596-ZYWBB,Female,19,No,0,0,65,Offer B,43.29,Two Year,59.6
7598-UAASY,Male,19,Yes,0,1,2,Offer E,20.5,Month-to-Month,76.4
7599-FKVXZ,Male,54,Yes,0,1,42,None,2.41,Month-to-Month,106.15
7601-DHFWZ,Female,54,No,0,0,48,Offer B,30.82,Two Year,24.0
7601-GNDYK,Male,52,Yes,3,1,35,Offer C,20.85,Two Year,19.6
7601-WFVZV,Male,35,No,0,0,1,Offer E,17.94,Month-to-Month,19.55
7602-DBTOU,Female,46,Yes,0,2,71,None,37.83,Two Year,19.6
7602-MVRMB,Female,62,Yes,1,9,72,None,46.63,Two Year,110.45
7603-USHJS,Male,27,No,1,0,12,Offer D,14.96,Month-to-Month,73.75
7605-SNLQG,Female,42,Yes,0,6,45,Offer B,6.49,Month-to-Month,50.25
7606-BPHHN,Male,39,No,0,0,72,Offer A,30.44,Two Year,19.8
7607-QKKTJ,Male,25,Yes,2,6,45,None,33.45,One Year,95.0
7608-RGIRO,Male,62,No,1,0,62,Offer B,17.56,Two Year,-10.0
7609-NRNCA,Female,21,No,0,0,17,None,42.42,One Year,19.55
7609-YBPXG,Male,60,No,0,0,54,None,18.54,Two Year,87.1
7610-TVOPG,Male,48,No,0,0,15,None,7.96,Month-to-Month,26.35
7611-YKYTC,Male,50,Yes,2,1,22,Offer D,38.82,Month-to-Month,75.0
7613-LLQFO,Male,41,No,0,0,12,None,12.36,Month-to-Month,84.45
7617-EYGLW,Male,62,No,0,0,1,Offer E,46.59,Month-to-Month,19.45
7619-ODSGN,Male,63,Yes,2,1,24,Offer C,17.27,Month-to-Month,54.75
7619-PLRLP,Female,41,Yes,0,3,53,Offer B,37.14,One Year,74.1
7621-VPNET,Female,60,Yes,0,8,42,None,20.58,Month-to-Month,85.9
7622-FWGEW,Male,71,Yes,0,8,56,None,31.68,Two Year,85.65
7623-HKYRK,Male,46,No,1,0,6,None,27.78,Month-to-Month,19.7
7623-TRNQN,Male,34,No,1,0,1,None,39.6,Month-to-Month,49.9
7625-XCQRH,Female,48,No,0,0,11,None,15.6,Month-to-Month,76.5
7627-JKIAZ,Female,62,Yes,0,0,37,None,37.49,Month-to-Month,78.95
7629-WFGLW,Female,80,Yes,0,10,56,Offer B,11.55,One Year,95.65
7629-WIXZF,Female,32,No,0,0,7,None,6.83,One Year,59.1
7632-MNYOY,Male,69,No,0,0,66,None,9.9,One Year,110.9
7632-YUTXB,Female,52,Yes,2,7,25,Offer C,13.06,One Year,20.05
7633-MVPUY,Male,50,Yes,0,1,57,Offer B,49.29,Two Year,59.75
7634-HLQJR,Female,52,Yes,1,1,47,None,1.44,Two Year,20.05
7636-PEPNS,Female,44,Yes,3,7,58,None,22.65,One Year,44.1
7636-XUHWW,Male,56,No,0,0,2,Offer E,3.82,Month-to-Month,19.9
7638-QVMVY,Female,63,No,0,0,7,None,26.09,Month-to-Month,79.0
7639-LIAYI,Male,23,No,0,0,52,Offer B,29.16,Two Year,79.75
7639-OPLNG,Male,56,Yes,0,8,70,Offer A,27.97,Two Year,79.25
7639-SUPCW,Female,32,No,0,0,22,None,3.95,Month-to-Month,48.8
7641-EUYET,Male,76,Yes,0,3,46,None,49.11,Month-to-Month,100.7
7641-TQFHN,Male,21,No,1,0,39,Offer C,14.72,Two Year,100.55
7643-RCHXS,Female,31,Yes,3,0,63,Offer B,41.84,Two Year,19.35
7644-OMVMY,Male,56,Yes,1,5,10,None,15.51,Two Year,19.85
7647-GYYKX,Female,48,Yes,4,1,54,None,41.93,Two Year,-3.0
7649-PHJVR,Male,22,No,0,0,11,Offer D,33.48,One Year,19.5
7649-SIJJF,Male,36,Yes,0,5,71,Offer A,10.97,Two Year,80.1
7654-YWJUF,Male,61,Yes,0,6,43,None,15.2,One Year,84.25
7657-DYEPJ,Male,73,No,0,0,38,Offer C,5.75,One Year,70.15
7658-UYUQS,Male,71,Yes,0,0,21,None,22.3,Month-to-Month,86.55
7660-HDPJV,Female,51,No,0,0,1,None,10.08,Month-to-Month,69.2
7661-CPURM,Male,49,No,0,0,19,Offer D,43.11,One Year,87.7
7663-CUXZB,Male,34,Yes,0,9,59,Offer B,14.98,Two Year,113.75
7663-RGWBC,Male,44,No,0,0,1,None,8.77,Month-to-Month,44.15
7663-YJHSN,Female,33,Yes,0,10,72,Offer A,44.27,Two Year,103.95
7663-ZTEGJ,Male,46,No,0,0,29,None,49.92,One Year,100.55
7665-TOALD,Female,25,No,0,0,1,None,14.19,Month-to-Month,69.6
7665-VIGUD,Male,40,No,0,0,10,None,17.4,One Year,20.35
7666-WKRON,Female,39,No,0,0,39,None,24.45,Two Year,80.45
7668-XCFYV,Female,77,Yes,0,9,17,None,3.83,Month-to-Month,-4.0
7669-LCRSD,Male,49,Yes,2,5,12,Offer D,17.27,Month-to-Month,56.3
7670-ZBPOQ,Female,59,Yes,0,1,58,Offer B,26.36,One Year,61.05
7672-VFMXZ,Male,31,Yes,0,6,57,None,15.48,Month-to-Month,55.7
7673-BQGKU,Female,64,Yes,3,6,69,None,11.47,Two Year,20.15
7673-LPRNY,Female,43,No,0,0,23,None,48.88,One Year,78.55
7674-YTAFD,Female,64,No,0,0,33,Offer C,42.29,One Year,79.95
7675-OZCZG,Female,76,No,0,0,3,None,30.14,Month-to-Month,45.0
7677-SJJJK,Male,26,Yes,0,5,8,Offer E,48.39,One Year,19.9
7682-AZNDK,Male,25,Yes,3,5,34,None,18.36,Month-to-Month,89.85
7683-CBDKJ,Male,42,Yes,1,1,14,None,45.6,Month-to-Month,65.45
7684-XSZIY,Male,53,Yes,3,3,72,Offer A,20.42,Two Year,24.3
7688-AWMDX,Male,21,Yes,0,5,71,None,48.32,Two Year,54.5
7690-KPNCU,Male,20,Yes,0,5,64,Offer B,26.64,One Year,73.05
7691-KGKGP,Male,31,Yes,1,9,53,Offer B,2.11,Month-to-Month,65.0
7691-XVTZH,Female,30,Yes,0,5,68,Offer A,28.36,Two Year,89.95
7693-LCKZL,Male,57,Yes,1,1,5,None,11.54,Month-to-Month,80.15
7693-QPEFS,Male,75,No,0,0,52,Offer B,42.19,Two Year,72.95
7694-VLBWQ,Male,61,Yes,0,4,67,Offer A,8.18,One Year,104.1
7695-PKLCZ,Female,32,No,0,0,68,None,48.41,Two Year,20.5
7696-AMHOD,Female,23,Yes,1,10,49,None,9.07,One Year,78.0
7696-CFTAT,Male,24,Yes,3,0,37,None,8.21,Two Year,19.8
7698-YFGEZ,Male,55,No,0,0,1,Offer E,25.99,Month-to-Month,20.0
7703-ZEKEF,Male,47,No,0,0,23,Offer D,18.7,Month-to-Month,81.0
7706-DZNKK,Male,63,No,0,0,11,Offer D,44.53,Month-to-Month,20.45
