Customer ID,Gender,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Offer,Avg Monthly Long Distance Charges,Contract,Monthly Charge,Customer Status
7839-QRKXN,1,62,0,0,0,1,Offer E,48.25,Month-to-Month,20.2,1
7005-CYUIL,1,78,1,0,2,71,Offer A,12.26,Two Year,99.4,0
0883-EIBTI,1,23,0,0,0,2,None,28.02,Month-to-Month,19.5,1
0147-ESWWR,1,73,1,0,9,39,None,20.15,Month-to-Month,101.25,0
4707-MAXGU,0,36,1,0,1,72,None,36.03,Two Year,25.85,0
7593-XFKDI,0,39,0,0,0,1,None,48.22,Month-to-Month,-4.0,1
2190-BCXEC,1,61,1,0,10,40,None,39.97,Month-to-Month,78.85,0
0471-ARVMX,1,70,1,0,8,62,Offer B,22.74,One Year,104.85,0
7762-URZQH,0,30,1,0,0,66,None,23.51,Two Year,106.05,1
8690-ZVLCL,1,49,1,1,10,68,None,43.51,Two Year,88.0,0
1266-NZYUI,1,56,1,0,6,72,Offer A,14.65,Two Year,66.85,0
5627-TVBPP,1,44,0,1,0,35,None,25.52,One Year,20.1,0
8807-OPMBM,1,36,1,3,1,55,Offer B,1.44,Two Year,25.65,0
6905-NIQIN,0,26,0,0,0,1,Offer E,14.78,Month-to-Month,50.65,1
8184-WMOFI,0,47,1,0,0,62,None,14.05,One Year,71.4,0
1583-IHQZE,0,60,0,0,0,12,None,16.45,Month-to-Month,112.95,1
6476-EPYZR,0,57,1,1,6,12,None,46.06,Month-to-Month,20.5,0
1355-KUSBG,1,56,1,2,1,7,Offer E,9.1,Month-to-Month,48.8,0
5701-ZIKJE,0,28,0,0,0,13,Offer D,33.95,Month-to-Month,50.55,0
2027-FECZV,0,44,0,0,0,12,None,25.19,Month-to-Month,106.7,1
8388-FYNPZ,0,26,0,0,0,4,Offer E,34.69,Month-to-Month,56.75,0
3301-LSLWQ,1,32,0,0,0,29,None,17.87,Month-to-Month,66.1,0
5934-RMPOV,1,32,0,2,0,22,Offer D,33.73,Month-to-Month,84.75,0
2990-HWIML,1,58,0,0,0,6,Offer E,47.92,Month-to-Month,89.5,1
5141-ZUVBH,1,46,0,1,0,9,None,42.1,Month-to-Month,93.0,0
4827-USJHP,0,45,0,0,0,20,Offer D,3.94,Month-to-Month,51.8,0
7134-MJPDY,1,69,0,0,0,66,Offer A,11.63,One Year,102.85,0
3195-TQDZX,0,19,0,0,0,3,None,1.57,Month-to-Month,20.25,0
6698-OXETB,0,60,0,0,0,11,Offer D,49.8,Two Year,20.4,0
8486-AYEQH,1,30,0,0,0,31,None,38.78,Month-to-Month,76.05,0
7610-TVOPG,0,48,0,0,0,15,None,7.96,Month-to-Month,26.35,0
1751-NCDLI,0,74,1,0,6,46,None,4.2,One Year,98.85,0
2378-YIZKA,1,61,1,1,7,68,None,6.28,Two Year,85.0,0
3985-HOYPM,0,29,0,0,0,26,None,6.38,One Year,19.4,0
1270-XKUCC,1,24,1,1,1,30,None,12.85,Two Year,19.7,0
0233-FTHAV,1,24,0,0,0,60,None,15.29,One Year,79.2,0
7968-QUXNS,0,24,0,0,0,6,None,27.54,Month-to-Month,18.95,0
6331-LWDTQ,0,49,0,0,0,10,None,33.75,Month-to-Month,72.15,1
3282-ZISZV,0,56,0,0,0,32,None,37.48,One Year,83.7,0
0060-FUALY,1,60,1,0,4,59,Offer B,16.39,Month-to-Month,94.75,0
5893-PYOLZ,0,55,0,0,0,56,Offer B,49.36,Two Year,81.8,0
4013-TLDHQ,0,59,0,0,0,19,Offer D,20.26,Month-to-Month,78.25,1
6950-TWMYB,0,31,1,8,2,54,Offer B,46.7,Two Year,79.95,0
0967-BMLBD,1,37,1,1,8,11,Offer D,49.19,One Year,20.0,0
1809-DMJHQ,1,56,0,1,0,5,None,23.89,Month-to-Month,46.0,1
3995-WFCSM,1,28,0,0,0,2,None,15.25,Month-to-Month,60.85,0
3278-FSIXX,1,34,0,0,0,2,Offer E,39.5,Month-to-Month,45.25,0
2961-VNFKL,1,42,1,0,2,71,Offer A,24.71,Two Year,25.95,0
3082-WQRVY,0,73,1,0,8,14,None,45.76,One Year,19.65,0
7452-FOLON,0,45,0,2,0,39,None,46.57,One Year,25.45,0
2038-OEQZH,0,63,0,0,0,4,None,44.36,Month-to-Month,86.05,0
5206-XZZQI,0,56,0,0,0,53,Offer B,49.21,Month-to-Month,80.6,0
8714-CTZJW,1,24,0,0,0,4,Offer E,19.84,Month-to-Month,82.85,0
7139-JZFVG,0,37,1,2,7,60,None,43.24,Two Year,60.5,0
3144-KMTWZ,0,40,1,0,8,71,Offer A,26.56,Month-to-Month,93.25,0
3569-VLDHH,0,59,1,3,0,66,Offer A,29.5,One Year,75.1,0
2384-OVPSA,1,65,0,0,0,38,None,4.09,Two Year,20.2,0
1658-BYGOY,0,71,0,3,0,18,Offer D,11.33,Month-to-Month,95.45,1
3508-CFVZL,1,55,0,0,0,71,Offer A,49.52,Two Year,111.3,0
4686-UXDML,1,24,0,0,0,21,None,24.86,Month-to-Month,99.85,0
6485-QXWWE,1,51,0,3,0,62,Offer B,2.83,Two Year,26.0,0
1730-VFMWO,1,33,1,0,6,34,None,40.67,Month-to-Month,50.2,0
7056-IMHCC,0,69,1,0,1,53,Offer B,7.94,Month-to-Month,101.9,1
9837-FWLCH,0,39,1,1,2,12,None,25.33,Month-to-Month,19.2,0
3059-NGMXB,0,52,1,3,8,14,Offer D,2.96,Month-to-Month,69.2,0
0248-PGHBZ,1,69,0,0,0,67,Offer A,2.57,Two Year,92.45,0
0419-YAAPX,0,44,1,0,1,49,Offer B,14.21,Month-to-Month,85.3,0
9286-DOJGF,1,66,1,0,5,38,None,15.78,Month-to-Month,74.95,1
3186-BAXNB,1,20,0,0,0,1,Offer E,17.23,Month-to-Month,91.7,1
8133-ANHHJ,1,77,0,0,0,49,Offer B,36.47,One Year,103.0,0
5414-OFQCB,0,34,0,0,0,57,None,30.77,Two Year,90.45,0
1020-JPQOW,1,63,1,0,1,56,None,2.8,Month-to-Month,90.55,0
7018-WBJNK,0,55,0,3,0,13,Offer D,31.93,Month-to-Month,78.3,0
9647-ERGBE,1,64,1,0,1,30,None,39.74,Month-to-Month,100.05,1
4002-BQWPQ,0,59,0,0,0,25,None,25.2,Month-to-Month,81.75,0
1135-HIORI,1,48,1,3,3,64,Offer B,39.37,One Year,111.45,0
0369-ZGOVK,1,56,1,2,6,28,Offer C,12.94,One Year,70.4,0
5756-OZRIO,0,73,1,0,9,61,None,34.24,One Year,64.05,0
6227-HWPWX,1,40,0,0,0,15,Offer D,4.67,Month-to-Month,69.0,1
7277-OZCGZ,1,40,0,0,0,22,None,6.0,Month-to-Month,89.05,0
6463-MVYRY,1,67,0,0,0,57,Offer B,11.23,Two Year,69.85,0
6479-VDGRK,1,46,1,1,0,72,None,36.13,Two Year,85.3,0
1763-KUAAW,1,77,0,0,0,18,Offer D,37.53,One Year,20.35,0
7517-LDMPS,1,31,0,0,0,12,None,2.57,Month-to-Month,84.6,0
1481-ZUWZA,0,52,0,0,0,28,None,35.52,Month-to-Month,94.5,1
1998-VHJHK,1,36,0,0,0,27,None,20.18,One Year,19.15,0
4471-KXAUH,1,58,1,0,1,42,None,10.73,Month-to-Month,84.3,1
6120-RJKLU,1,69,1,0,9,62,Offer B,24.62,Two Year,79.95,0
0040-HALCW,0,42,1,3,3,54,None,19.7,Two Year,20.4,0
1544-JJMYL,0,19,0,0,0,27,None,36.39,One Year,69.35,0
3509-GWQGF,0,74,0,0,0,24,Offer C,31.73,One Year,70.0,0
5519-NPHVG,1,53,0,0,0,12,None,12.75,Month-to-Month,94.2,1
2480-SQIOB,0,40,1,2,1,4,Offer E,25.9,Month-to-Month,44.8,0
2324-EFHVG,0,37,0,0,0,64,None,45.82,Two Year,104.4,0
4404-HIBDJ,1,48,0,0,0,25,None,1.37,One Year,74.3,1
2569-WGERO,1,30,0,0,0,72,None,22.77,Two Year,21.15,0
7416-CKTEP,1,54,1,0,10,57,Offer B,23.28,Two Year,19.6,0
1194-SPVSP,0,20,0,0,0,1,None,27.88,Month-to-Month,19.65,0
9871-ELEYA,1,22,0,0,0,34,None,20.75,Two Year,67.65,0
8468-EHYJA,1,32,1,0,0,57,Offer B,12.19,Month-to-Month,-3.0,0
0112-QWPNC,0,61,1,0,1,49,Offer B,39.55,One Year,84.35,1
0637-KVDLV,0,30,0,0,0,2,Offer E,17.22,Month-to-Month,76.5,1
8042-RNLKO,0,40,0,0,0,66,Offer A,32.22,One Year,25.45,0
2657-VPXTA,1,45,1,3,8,10,None,32.76,Month-to-Month,88.85,0
8232-UTFOZ,0,24,0,0,0,69,None,7.18,Two Year,19.95,0
7314-OXENN,0,42,0,0,0,2,None,41.18,Month-to-Month,82.0,1
2101-RANCD,1,50,0,0,0,55,None,8.93,Month-to-Month,73.1,0
4397-FRLTA,1,35,0,0,0,4,Offer E,32.54,Month-to-Month,20.15,0
8337-MSSXB,1,64,0,0,0,14,None,29.3,Month-to-Month,86.3,1
3486-HOOGQ,1,44,1,1,3,70,Offer A,8.36,Two Year,79.7,0
9705-IOVQQ,0,80,1,2,10,61,None,4.51,One Year,99.0,0
7055-HNEOJ,0,34,1,0,2,3,Offer E,4.19,Month-to-Month,55.8,0
3223-DWFIO,0,77,0,0,0,4,None,30.11,Two Year,69.35,0
0345-HKJVM,1,43,0,0,0,6,None,2.6,Month-to-Month,89.3,1
9950-MTGYX,0,30,1,2,8,28,None,19.18,Two Year,20.3,0
1257-SXUXQ,0,20,1,1,10,5,None,8.04,Month-to-Month,19.45,0
4115-NZRKS,1,72,0,0,0,7,None,16.36,One Year,89.15,0
7176-WRTNX,0,51,0,0,0,70,Offer A,14.63,Two Year,114.95,0
4130-MZLCC,1,24,0,0,0,5,None,43.02,Month-to-Month,50.55,0
4658-HCOHW,1,52,1,0,1,21,None,16.67,Month-to-Month,102.8,1
9938-ZREHM,1,41,1,0,4,37,None,42.45,One Year,72.1,0
4538-WNTMJ,1,39,1,0,0,46,Offer B,4.6,One Year,24.95,0
3440-JPSCL,1,26,0,0,0,6,None,5.16,Month-to-Month,99.95,1
8443-ZRDBZ,0,62,0,0,0,4,None,42.44,Month-to-Month,76.05,1
4145-UQXUQ,1,71,0,0,0,8,Offer E,42.93,Month-to-Month,92.1,1
8344-WFMFH,0,34,0,2,0,9,Offer E,27.64,Month-to-Month,50.1,0
6340-DACFT,1,37,1,3,10,50,None,10.13,Two Year,20.55,0
4482-EWFMI,1,54,0,0,0,2,None,15.67,Month-to-Month,69.7,0
6838-YAUVY,1,26,0,0,0,54,None,11.76,Two Year,95.1,0
4566-GOLUK,0,43,1,0,1,47,None,37.74,Month-to-Month,107.35,1
1767-CJKBA,0,39,0,0,0,66,Offer A,49.13,Two Year,25.1,0
8152-UOBNY,1,66,0,0,0,50,Offer B,10.6,One Year,106.8,0
5339-TJFEK,0,22,1,1,8,62,Offer B,14.75,Month-to-Month,105.5,0
3323-CPBWR,0,61,0,0,0,23,Offer D,8.5,Month-to-Month,96.9,0
0596-BQCEQ,1,32,1,0,1,62,None,48.58,Month-to-Month,100.15,1
1303-SRDOK,1,52,1,2,3,55,Offer B,27.87,Two Year,69.05,0
0754-UKWQP,0,63,0,0,0,2,None,37.43,Month-to-Month,95.85,1
1502-XFCVR,1,57,0,0,0,58,Offer B,14.99,One Year,106.45,1
8034-RYTVV,1,19,0,0,0,55,None,44.85,One Year,84.25,0
4873-ILOLJ,0,64,0,0,0,24,None,32.49,Month-to-Month,90.35,1
4067-HLYQI,1,43,0,0,0,33,None,49.45,Month-to-Month,70.4,0
5803-NQJZO,0,46,1,0,1,72,None,15.52,Two Year,67.8,0
9537-JALFH,0,49,1,2,10,69,Offer A,28.19,Two Year,19.9,0
3156-QLHBO,0,58,0,1,0,2,None,21.18,Month-to-Month,19.25,0
5498-TXHLF,1,39,1,0,1,34,None,40.78,Month-to-Month,87.45,1
2581-VKIRT,1,57,1,0,6,59,None,14.49,One Year,65.5,0
7271-AJDTL,1,64,1,0,1,55,None,34.61,Month-to-Month,94.45,0
9129-UXERG,1,65,0,0,0,18,None,1.27,Month-to-Month,103.6,0
9691-HKOVS,1,20,1,0,8,55,Offer B,47.46,One Year,90.15,0
2911-WDXMV,0,29,0,3,0,18,Offer D,41.08,Month-to-Month,80.55,0
5832-TRLPB,0,30,0,0,0,29,None,3.69,One Year,75.35,0
8606-CIQUL,0,77,1,1,1,72,Offer A,30.78,Two Year,115.75,0
3244-DCJWY,1,27,0,0,0,1,Offer E,23.0,Month-to-Month,70.25,1
4727-MCYZG,0,23,0,0,0,1,Offer E,33.32,Month-to-Month,55.55,0
7037-MTYVW,0,26,1,2,6,38,Offer C,17.52,Two Year,85.4,0
0530-IJVDB,0,36,0,2,0,70,Offer A,26.67,Two Year,114.6,0
9114-AAFQH,1,27,1,0,6,48,Offer B,49.88,One Year,65.65,0
8780-RSYYU,1,42,0,0,0,25,Offer C,6.0,Month-to-Month,19.2,0
6598-RFFVI,0,56,0,0,0,2,None,15.79,One Year,19.3,1
6655-LHBYW,0,46,0,0,0,50,Offer B,19.8,One Year,114.35,0
8532-UEFWH,0,61,1,2,6,52,Offer B,49.51,Two Year,25.75,0
1563-IWQEX,1,43,0,0,0,12,None,18.71,Month-to-Month,19.7,0
8738-JOKAR,1,55,0,0,0,42,None,39.32,One Year,67.7,0
7130-CTCUS,0,79,1,0,5,16,None,35.53,Two Year,54.55,0
3705-RHRFR,1,52,1,0,6,69,None,45.35,Two Year,99.15,0
1135-LMECX,1,47,0,0,0,1,None,16.47,Month-to-Month,19.85,0
7688-AWMDX,0,21,1,0,5,71,None,48.32,Two Year,54.5,0
0310-SUCIN,1,50,1,0,2,71,None,23.06,One Year,84.8,0
6821-BUXUX,1,28,0,0,0,13,Offer D,17.02,Month-to-Month,96.65,1
5198-HQAEN,0,50,1,3,5,35,Offer C,1.53,One Year,89.7,0
9699-UBQFS,1,76,1,0,4,43,None,3.66,Month-to-Month,94.5,0
0625-AFOHS,1,40,1,1,5,29,Offer C,34.44,Two Year,20.2,0
6328-ZPBGN,1,67,0,0,0,11,None,3.62,Month-to-Month,95.15,1
3629-ZNKXA,0,77,0,0,0,17,None,17.26,Two Year,101.8,0
2951-QOQTK,0,28,0,0,0,4,None,42.33,Month-to-Month,80.8,1
7623-TRNQN,0,34,0,1,0,1,None,39.6,Month-to-Month,49.9,1
3472-QPRCH,0,43,1,1,9,40,None,27.95,Two Year,25.25,0
2868-LLSKM,1,50,1,2,1,68,Offer A,15.94,One Year,83.65,0
2037-SGXHH,0,25,1,0,1,38,None,49.7,Month-to-Month,94.65,1
9844-FELAJ,1,65,1,2,2,70,None,9.4,One Year,107.9,0
4946-EDSEW,1,35,1,3,1,11,Offer D,29.01,Month-to-Month,19.25,1
0804-YGEQV,1,59,1,1,9,43,Offer B,28.03,One Year,24.45,0
3258-SANFR,0,69,0,0,0,6,Offer E,19.74,Month-to-Month,44.7,0
8647-SDTWQ,0,59,1,2,4,57,Offer B,49.95,Month-to-Month,74.3,0
1482-OXZSY,0,45,0,0,0,30,Offer C,17.26,Month-to-Month,100.4,0
2927-QRRQV,0,44,1,0,1,46,Offer B,10.13,One Year,94.65,0
5844-QVTAT,1,24,1,0,8,33,Offer C,8.79,One Year,58.45,0
9866-OCCKE,1,73,1,0,1,72,Offer A,35.04,Two Year,109.75,0
0531-XBKMM,0,37,0,2,0,66,None,32.12,Two Year,65.7,0
0725-CXOTM,1,29,0,0,0,36,None,44.7,One Year,89.65,0
1875-QIVME,1,26,1,3,1,2,Offer E,11.51,Month-to-Month,104.4,1
8338-QIUNR,0,23,1,0,8,72,None,6.09,Two Year,66.5,0
3308-MHOOC,0,37,0,3,0,1,None,17.89,Month-to-Month,19.2,0
8313-KTIHG,0,54,0,0,0,4,None,37.7,Month-to-Month,61.3,0
1987-AUELQ,1,46,1,0,0,71,None,44.84,Two Year,25.05,0
1179-INLAT,0,33,0,0,0,3,None,2.78,One Year,19.45,0
8946-BFWSG,0,19,1,3,8,63,Offer B,24.5,Two Year,25.25,0
4255-DDUOU,1,47,1,3,0,1,None,34.57,Month-to-Month,20.5,1
6502-MJQAE,0,27,0,0,0,1,None,46.21,Month-to-Month,69.6,1
5136-RGMZO,0,39,0,0,0,31,None,6.4,Month-to-Month,71.05,0
1061-PNTHC,1,36,1,2,5,56,Offer B,13.94,Month-to-Month,109.6,0
1596-BBVTG,0,53,0,0,0,35,Offer C,25.04,Month-to-Month,75.35,1
5204-HMGYF,1,32,1,2,4,49,None,33.07,One Year,87.2,0
4328-VUFWD,1,62,0,0,0,39,None,6.77,One Year,59.3,0
2282-YGNOR,1,42,0,0,0,29,None,14.46,One Year,58.0,0
0096-BXERS,1,30,1,0,10,6,Offer E,42.66,Month-to-Month,50.35,0
6993-YGFJV,0,29,1,0,9,69,Offer A,3.41,Two Year,112.55,0
5787-KXGIY,0,54,1,0,3,72,None,2.61,Two Year,19.3,0
2144-BFDSO,1,70,1,0,1,50,Offer B,9.18,Month-to-Month,108.75,0
5921-NGYRH,0,40,1,0,0,64,Offer B,48.41,Month-to-Month,73.55,0
0253-ZTEOB,1,44,1,1,5,48,None,8.94,Two Year,79.65,0
5074-FBGHB,0,47,0,0,0,64,None,25.95,One Year,104.65,0
0106-UGRDO,1,55,1,0,3,69,Offer A,38.52,Two Year,116.0,0
9824-BEMCV,0,58,1,0,1,17,Offer D,44.97,Month-to-Month,69.0,1
0723-DRCLG,1,73,1,0,1,1,None,31.27,Month-to-Month,74.45,1
8455-HIRAQ,1,56,0,0,0,8,None,10.91,Month-to-Month,44.45,0
9524-EGPJC,1,33,0,0,0,18,None,34.21,Month-to-Month,90.1,1
7577-SWIFR,0,49,0,0,0,1,None,16.64,Month-to-Month,89.25,0
2522-AHJXR,0,36,1,0,6,60,None,4.59,Month-to-Month,109.45,0
4537-CIBHB,1,59,1,3,10,9,None,12.55,One Year,20.25,0
6857-TKDJV,0,60,1,2,6,67,None,14.41,Two Year,24.65,0
1641-RQDAY,1,77,1,2,1,32,Offer C,49.21,One Year,100.4,0
2072-ZVJJX,0,47,1,0,5,68,Offer A,22.83,Two Year,25.25,0
9530-EHPOH,0,60,0,0,0,11,Offer D,15.03,Month-to-Month,53.75,1
3096-JRDSO,1,73,1,0,5,27,Offer C,10.19,Month-to-Month,104.3,1
1208-NBVFH,0,63,1,1,5,20,None,13.18,Month-to-Month,49.6,0
0325-XBFAC,0,44,0,0,0,8,None,19.49,Month-to-Month,94.7,1
7246-ZGQDF,1,63,0,3,0,1,None,33.21,Month-to-Month,54.5,0
6752-APNJL,0,30,1,1,7,42,None,18.93,Month-to-Month,54.5,0
2599-CIPQE,0,36,1,3,4,71,None,28.47,Two Year,109.3,0
9163-GHAYE,1,34,0,0,0,15,None,31.68,Month-to-Month,48.85,0
9040-KZVWO,0,59,0,0,0,26,Offer C,39.63,One Year,75.5,0
9592-ERDKV,0,43,1,0,6,37,None,9.26,One Year,79.25,0
6481-ESCNL,1,33,0,0,0,29,None,10.67,Month-to-Month,100.55,0
2824-DXNKN,1,26,1,1,8,72,Offer A,38.99,Two Year,71.45,0
3744-ZRRDZ,0,25,0,0,0,21,Offer D,12.76,Month-to-Month,82.35,1
7703-ZEKEF,0,47,0,0,0,23,Offer D,18.7,Month-to-Month,81.0,1
9620-QJREV,0,62,0,0,0,47,Offer B,42.25,One Year,20.55,0
7977-HXJKU,0,45,0,2,0,21,Offer D,27.6,Two Year,19.6,0
4800-VHZKI,1,59,0,0,0,1,Offer E,36.63,Month-to-Month,19.9,1
6772-KSATR,0,31,0,0,0,1,Offer E,9.81,Month-to-Month,81.7,1
8231-BSWXX,0,44,0,0,0,71,Offer A,41.34,One Year,79.05,0
2386-LAHRK,0,22,0,0,0,1,None,14.58,Month-to-Month,53.5,1
4065-JJAVA,1,56,0,0,0,1,None,16.99,Month-to-Month,49.5,0
1784-BXEFA,1,63,0,0,0,10,None,4.76,Month-to-Month,20.55,0
1113-IUJYX,1,59,1,0,3,14,None,5.63,One Year,105.95,1
1205-WNWPJ,1,54,0,0,0,7,Offer E,2.24,Month-to-Month,59.5,1
9752-ZNQUT,1,51,0,0,0,1,Offer E,7.99,Month-to-Month,48.6,0
4423-JWZJN,0,57,1,2,9,64,Offer B,45.35,One Year,90.25,0
0810-BDHAW,1,54,1,0,4,24,None,31.62,One Year,78.4,0
8624-GIOUT,1,40,0,0,0,49,Offer B,35.87,Month-to-Month,59.75,1
8213-TAZPM,1,45,1,1,5,69,Offer A,46.45,One Year,108.75,0
7005-CCBKV,0,53,0,0,0,6,None,21.97,Month-to-Month,84.4,1
1934-SJVJK,0,35,0,0,0,1,Offer E,40.51,Month-to-Month,20.15,1
2811-POVEX,1,74,1,3,4,23,None,2.03,Two Year,88.45,0
2884-GBPFB,1,61,1,0,4,35,Offer C,10.43,Month-to-Month,70.3,1
2828-SLQPF,0,53,0,0,0,19,None,29.52,Month-to-Month,45.0,0
2057-BOYKM,1,70,1,0,10,72,None,28.09,Two Year,96.6,0
5309-TAIKL,1,42,0,0,0,7,None,8.29,Month-to-Month,62.8,0
8413-YNHNV,0,42,0,0,0,69,None,47.43,Two Year,90.65,0
4316-XCSLJ,0,35,0,3,0,17,None,45.61,Month-to-Month,50.3,0
3090-QFUVD,1,48,0,0,0,1,None,4.09,Month-to-Month,20.3,0
9541-PWTWO,1,32,0,0,0,52,Offer B,38.71,Two Year,80.95,0
5542-DHSXL,1,36,1,0,2,4,None,6.77,Month-to-Month,54.7,0
6284-AHOOQ,0,71,0,0,0,22,None,46.11,Month-to-Month,90.5,1
6583-KQJLK,1,66,1,0,5,15,Offer D,37.84,Two Year,94.65,0
8199-ZLLSA,0,53,0,0,0,67,None,22.66,One Year,118.35,1
9964-WBQDJ,1,19,1,0,1,71,Offer A,24.72,Two Year,24.4,0
4274-OWWYO,0,56,0,0,0,1,None,4.8,Month-to-Month,74.35,1
4092-OFQZS,0,27,1,0,8,20,Offer D,46.47,One Year,20.65,0
9985-MWVIX,1,53,0,0,0,1,Offer E,42.09,Month-to-Month,70.15,1
6504-VBLFL,0,38,1,0,9,55,Offer B,6.63,Two Year,58.6,0
4210-QFJMF,1,41,0,0,0,4,Offer E,36.91,Month-to-Month,79.15,1
8080-POTJR,1,59,0,0,0,30,Offer C,6.74,One Year,79.3,0
5478-JJVZK,1,38,0,0,0,33,None,15.69,Month-to-Month,60.9,0
6961-VCPMC,0,71,1,0,1,46,Offer B,48.62,Month-to-Month,80.4,1
0772-GYEQQ,0,33,0,0,0,3,Offer E,49.4,Month-to-Month,88.35,1
4369-HTUIF,0,73,0,0,0,6,Offer E,29.41,Month-to-Month,85.15,1
0536-BGFMZ,1,27,1,0,3,28,None,42.33,Month-to-Month,20.5,0
3229-USWAR,1,40,0,0,0,34,Offer C,5.32,One Year,79.95,0
8285-ABVLB,1,34,1,0,0,70,None,40.91,Two Year,19.85,0
6261-LHRTG,1,27,0,0,0,26,None,39.84,Month-to-Month,54.75,0
8676-TRMJS,0,27,0,0,0,3,None,34.49,Month-to-Month,75.0,1
6837-BJYDQ,0,42,0,0,0,3,None,35.65,One Year,19.6,0
4074-SJFFA,1,44,0,0,0,1,None,13.01,Month-to-Month,54.75,1
4807-IZYOZ,1,25,0,0,0,51,Offer B,19.23,Two Year,20.65,0
5732-IKGQH,0,79,1,0,5,52,None,39.0,One Year,104.45,0
4094-NSEDU,1,79,0,0,0,21,None,21.15,Month-to-Month,94.25,1
5207-PLSTK,0,32,1,2,10,1,None,26.26,Month-to-Month,48.75,0
3324-OIRTO,0,23,1,3,1,71,Offer A,14.14,One Year,104.65,0
3398-GCPMU,1,74,1,0,4,72,Offer A,5.77,Two Year,89.55,0
3858-XHYJO,1,24,1,0,5,40,Offer B,22.2,One Year,105.75,0
5884-GCYMI,0,62,0,0,0,1,Offer E,38.53,Month-to-Month,69.4,1
8748-HFWBO,0,49,1,3,2,19,Offer D,32.47,One Year,19.9,0
4568-TTZRT,0,36,0,0,0,9,Offer E,13.72,Month-to-Month,20.4,0
2338-BQEZT,1,38,0,0,0,55,Offer B,3.62,Month-to-Month,50.55,0
9979-RGMZT,1,20,0,0,0,7,Offer E,36.49,One Year,94.05,0
1535-VTJOQ,1,19,0,0,0,24,None,26.64,Two Year,25.15,0
4806-HIPDW,1,64,1,0,1,1,Offer E,21.65,Month-to-Month,68.95,1
7841-FCRQD,1,27,1,0,1,33,None,15.45,One Year,53.75,0
2933-XEUJM,1,56,0,0,0,46,Offer B,46.83,Two Year,79.2,0
5995-WWKKG,1,62,0,0,0,37,Offer C,30.17,One Year,19.8,0
0254-WWRKD,1,44,1,3,1,67,Offer A,46.9,One Year,50.55,0
7765-LWVVH,1,39,1,2,8,72,None,18.74,Two Year,95.1,0
6953-PBDIN,0,50,1,0,4,70,Offer A,38.58,Two Year,72.95,0
5919-TMRGD,1,32,0,3,0,1,None,13.13,Month-to-Month,79.35,1
1470-PSXNM,0,27,1,2,7,49,None,36.08,One Year,93.65,0
2511-ALLCS,1,38,1,3,5,35,None,18.86,Two Year,24.3,0
2012-NWRPA,1,78,1,0,1,11,Offer D,1.28,Month-to-Month,99.55,1
7294-TMAOP,1,30,0,0,0,1,Offer E,15.44,Month-to-Month,90.55,1
2897-DOVND,0,31,0,0,0,2,None,11.19,Month-to-Month,69.8,0
3192-LNKRK,0,63,1,1,10,34,None,5.65,Month-to-Month,84.05,0
9474-PHLYD,1,25,0,0,0,15,Offer D,36.34,Month-to-Month,59.45,1
1403-LKLIK,1,23,1,3,3,33,None,28.4,One Year,20.1,0
4695-VADHF,0,53,1,0,1,18,None,2.86,Month-to-Month,57.45,1
1956-YIFGE,0,36,1,3,10,22,None,9.05,One Year,100.05,0
7538-GWHML,1,52,0,0,0,2,Offer E,7.64,Month-to-Month,69.65,1
4952-YSOGZ,1,48,1,0,1,4,None,4.14,Month-to-Month,85.95,1
7426-RHZGU,0,41,0,0,0,9,None,30.8,Month-to-Month,95.9,0
7668-XCFYV,1,77,1,0,9,17,None,3.83,Month-to-Month,-4.0,0
2774-LVQUS,1,65,1,0,2,15,None,44.13,Month-to-Month,83.05,1
9342-VNIMQ,0,62,0,0,0,33,Offer C,5.91,Month-to-Month,54.65,0
5281-BUZGT,0,69,0,0,0,36,Offer C,23.33,Month-to-Month,90.85,1
4749-OJKQU,1,36,0,0,0,4,None,23.5,Month-to-Month,75.65,0
4671-LXRDQ,0,44,0,0,0,2,None,17.25,Month-to-Month,45.0,1
5149-CUZUJ,0,35,1,0,1,28,None,27.34,One Year,92.9,0
2466-FCCPT,1,50,1,3,7,20,None,7.31,One Year,-4.0,0
5002-GCQFH,0,30,1,0,1,49,Offer B,47.17,Month-to-Month,93.85,0
3727-OWVYD,0,24,0,0,0,35,None,38.38,One Year,61.2,0
6904-JLBGY,1,78,0,0,0,72,Offer A,14.94,Two Year,117.35,0
3583-KRKMD,0,51,0,0,0,18,None,26.84,Month-to-Month,-1.0,0
7562-GSUHK,1,40,0,0,0,16,None,40.76,Month-to-Month,93.2,1
4936-YPJNK,1,56,0,0,0,10,None,23.84,Month-to-Month,19.9,0
2393-DIVAI,1,40,0,0,0,3,Offer E,15.37,Month-to-Month,20.0,0
6365-MTGZX,0,44,0,0,0,24,None,24.76,Month-to-Month,96.0,1
5647-FXOTP,1,71,1,0,1,60,Offer B,36.71,Month-to-Month,105.9,0
3009-JWMPU,0,58,0,0,0,62,Offer B,22.64,One Year,96.75,1
2025-JKFWI,0,31,0,0,0,13,None,24.14,Month-to-Month,99.0,1
2193-SFWQW,0,47,1,1,9,72,None,24.08,Two Year,111.95,0
4585-HETAI,1,25,1,0,5,4,None,48.48,Month-to-Month,-1.0,1
4673-KKSLS,1,56,0,0,0,31,None,40.92,Month-to-Month,87.6,0
